loan_amnt,funded_amnt,funded_amnt_inv,term,home_ownership,issue_d
3000,3000,750,36 months,RENT,Dec-2007
2800,2800,699.99829042704,36 months,MORTGAGE,Dec-2007
10000,10000,625,36 months,RENT,Dec-2007
7500,7500,925,36 months,RENT,Dec-2007
2400,2400,1895.27,36 months,RENT,Dec-2007
20000,20000,275,36 months,MORTGAGE,Dec-2007
4800,4800,1550,36 months,MORTGAGE,Dec-2007
3200,3200,525,36 months,RENT,Dec-2007
9600,9600,1150.001659970399,36 months,RENT,Dec-2007
5000,5000,700,36 months,RENT,Dec-2007
12000,12000,156.68,36 months,MORTGAGE,Dec-2007
7000,7000,1000,36 months,RENT,Dec-2007
20000,20000,310.979001712324,36 months,MORTGAGE,Dec-2007
9000,9000,1125,36 months,MORTGAGE,Dec-2007
12000,12000,656.69,36 months,MORTGAGE,Dec-2007
5000,5000,400,36 months,MORTGAGE,Dec-2007
16000,16000,619.388065927685,36 months,OWN,Dec-2007
9000,9000,350.51,36 months,RENT,Dec-2007
18500,18500,750,36 months,RENT,Dec-2007
5400,5400,375,36 months,OWN,Dec-2007
17000,17000,425,36 months,MORTGAGE,Dec-2007
18500,18500,156.7,36 months,MORTGAGE,Dec-2007
25000,25000,325,36 months,RENT,Dec-2007
3975,3975,850.000888797426,36 months,RENT,Dec-2007
18000,18000,528.02,36 months,MORTGAGE,Dec-2007
11300,11300,1475,36 months,RENT,Dec-2007
10000,6000,700,36 months,RENT,Dec-2007
10000,10000,349.999929069976,36 months,RENT,Dec-2007
15000,15000,350,36 months,RENT,Dec-2007
4900,4900,225.003151889025,36 months,RENT,Dec-2007
5000,5000,349.992045264229,36 months,OWN,Dec-2007
6500,6500,1287.58,36 months,OWN,Dec-2007
3000,3000,250,36 months,RENT,Nov-2007
16000,16000,185.002699884615,36 months,RENT,Dec-2007
9600,9600,675,36 months,RENT,Dec-2007
17600,17600,1000,36 months,RENT,Dec-2007
16000,16000,536,36 months,RENT,Dec-2007
500,500,400,36 months,RENT,Nov-2007
3000,3000,511.55,36 months,MORTGAGE,Dec-2007
4000,4000,972.37,36 months,RENT,Dec-2007
12950,12950,1000,36 months,MORTGAGE,Dec-2007
900,900,650,36 months,RENT,Nov-2007
5750,5750,1605.68,36 months,RENT,Dec-2007
12000,12000,1900,36 months,MORTGAGE,Dec-2007
12375,12375,1000,36 months,RENT,Dec-2007
9000,9000,758.48,36 months,RENT,Dec-2007
4000,4000,437.38,36 months,RENT,Dec-2007
25000,25000,499.999401051011,36 months,MORTGAGE,Nov-2007
24750,24750,1150,36 months,RENT,Nov-2007
6000,6000,1050,36 months,MORTGAGE,Nov-2007
6400,6400,1050,36 months,RENT,Nov-2007
4800,4800,800,36 months,RENT,Nov-2007
6800,6800,875.000947000899,36 months,RENT,Nov-2007
3600,3600,1191.64,36 months,RENT,Nov-2007
15000,15000,975,36 months,RENT,Nov-2007
4800,4800,1100,36 months,RENT,Nov-2007
5000,5000,1250,36 months,MORTGAGE,Nov-2007
12000,12000,724.56,36 months,RENT,Nov-2007
18000,18000,565.29,36 months,RENT,Nov-2007
5875,5875,1075,36 months,MORTGAGE,Nov-2007
3000,3000,1825,36 months,MORTGAGE,Nov-2007
3000,3000,2225,36 months,RENT,Nov-2007
4800,4800,1100.79,36 months,RENT,Nov-2007
18000,18000,350,36 months,MORTGAGE,Nov-2007
1500,1500,875,36 months,RENT,Nov-2007
19950,19950,675,36 months,MORTGAGE,Nov-2007
7000,7000,1000,36 months,MORTGAGE,Nov-2007
4000,4000,979.8,36 months,RENT,Nov-2007
10000,10000,2750,36 months,RENT,Nov-2007
10000,10000,1321.1,36 months,MORTGAGE,Nov-2007
10000,10000,3687.83,36 months,MORTGAGE,Nov-2007
10000,10000,1825.004737733139,36 months,MORTGAGE,Nov-2007
15450,15450,3499.999719775803,36 months,RENT,Nov-2007
25000,25000,2850,36 months,MORTGAGE,Nov-2007
8000,8000,5050,36 months,RENT,Nov-2007
8275,8275,2300.003381009083,36 months,MORTGAGE,Nov-2007
25000,25000,1725,36 months,MORTGAGE,Nov-2007
25000,25000,3724.990259090637,36 months,MORTGAGE,Nov-2007
9850,9850,4125,36 months,RENT,Nov-2007
12375,12375,275,36 months,MORTGAGE,Nov-2007
8000,8000,1369.99,36 months,RENT,Nov-2007
3000,3000,2002.44,36 months,RENT,Oct-2007
4925,4925,1750,36 months,MORTGAGE,Oct-2007
4800,4800,1625,36 months,RENT,Oct-2007
5000,5000,2350,36 months,RENT,Oct-2007
7000,7000,550,36 months,RENT,Oct-2007
20000,4800,1949.999593823078,36 months,MORTGAGE,Oct-2007
6225,6225,1375,36 months,RENT,Oct-2007
5275,5275,875,36 months,MORTGAGE,Oct-2007
8275,8275,575,36 months,MORTGAGE,Oct-2007
2825,2825,1700,36 months,MORTGAGE,Oct-2007
2225,2225,225,36 months,RENT,Oct-2007
3000,3000,1825.2,36 months,OWN,Oct-2007
4000,1000,550,36 months,RENT,Oct-2007
12000,5000,1399.996683576232,36 months,MORTGAGE,Oct-2007
10000,10000,2175,36 months,RENT,Oct-2007
3000,3000,2200.00072073598,36 months,RENT,Oct-2007
1200,1200,300.99,36 months,OWN,Oct-2007
5500,5500,1550,36 months,RENT,Oct-2007
3275,3275,1275,36 months,MORTGAGE,Oct-2007
8275,8275,625,36 months,MORTGAGE,Oct-2007
8000,8000,3475,36 months,RENT,Oct-2007
2100,2100,1099.995903836064,36 months,RENT,Oct-2007
4275,4275,525,36 months,OWN,Oct-2007
25000,5650,725,36 months,MORTGAGE,Oct-2007
8500,8500,1275,36 months,MORTGAGE,Oct-2007
5000,5000,1574.995234407384,36 months,RENT,Oct-2007
3025,3025,1125,36 months,RENT,Oct-2007
4300,4300,850,36 months,RENT,Oct-2007
5275,5275,1250,36 months,MORTGAGE,Oct-2007
2100,2100,1825,36 months,RENT,Oct-2007
10000,10000,200,36 months,MORTGAGE,Oct-2007
2525,2525,1000,36 months,MORTGAGE,Oct-2007
6625,6625,950,36 months,RENT,Oct-2007
4650,4650,775,36 months,MORTGAGE,Oct-2007
5275,5275,975,36 months,MORTGAGE,Oct-2007
9000,9000,700,36 months,MORTGAGE,Oct-2007
6000,6000,900,36 months,MORTGAGE,Oct-2007
7200,7200,1250,36 months,RENT,Oct-2007
7725,7725,1025,36 months,RENT,Oct-2007
6625,6625,1025,36 months,RENT,Oct-2007
9000,9000,775,36 months,RENT,Oct-2007
6000,6000,600,36 months,RENT,Oct-2007
9500,9500,1225,36 months,OWN,Oct-2007
20000,20000,1200,36 months,RENT,Oct-2007
3775,3775,925,36 months,MORTGAGE,Oct-2007
10250,10250,925,36 months,RENT,Oct-2007
7250,7250,425,36 months,MORTGAGE,Oct-2007
10000,10000,275,36 months,RENT,Sep-2007
7000,7000,75,36 months,RENT,Sep-2007
6500,6500,500,36 months,OWN,Sep-2007
8000,8000,150,36 months,MORTGAGE,Sep-2007
17000,17000,300,36 months,RENT,Sep-2007
2125,2125,550,36 months,MORTGAGE,Sep-2007
2850,2850,1050,36 months,RENT,Sep-2007
2000,2000,1575,36 months,MORTGAGE,Sep-2007
7500,7500,5800,36 months,MORTGAGE,Sep-2007
10000,10000,2725,36 months,MORTGAGE,Sep-2007
10000,10000,2925,36 months,MORTGAGE,Sep-2007
5000,5000,2100,36 months,RENT,Sep-2007
9500,9500,3900,36 months,OWN,Sep-2007
6625,6625,2325,36 months,MORTGAGE,Sep-2007
12125,12125,5075,36 months,MORTGAGE,Sep-2007
5000,5000,2025,36 months,MORTGAGE,Sep-2007
4800,4800,3075,36 months,RENT,Sep-2007
3175,3175,1425,36 months,OWN,Aug-2007
20000,20000,975,36 months,RENT,Sep-2007
18500,18500,800,36 months,RENT,Aug-2007
4000,4000,1550,36 months,OWN,Aug-2007
12750,12750,1600,36 months,RENT,Aug-2007
5400,5400,1650,36 months,MORTGAGE,Aug-2007
3000,3000,2175,36 months,MORTGAGE,Aug-2007
4000,4000,1925,36 months,NONE,Aug-2007
2800,2800,1625,36 months,NONE,Aug-2007
3000,3000,2225,36 months,OWN,Aug-2007
3000,3000,2975,36 months,OWN,Aug-2007
4000,4000,1475,36 months,RENT,Aug-2007
2000,2000,475,36 months,RENT,Aug-2007
4000,4000,3575,36 months,RENT,Aug-2007
15450,15450,600,36 months,MORTGAGE,Aug-2007
2500,2500,675,36 months,MORTGAGE,Aug-2007
2500,2500,825,36 months,MORTGAGE,Aug-2007
6500,6500,225,36 months,MORTGAGE,Aug-2007
8000,8000,2275,36 months,RENT,Aug-2007
7500,7500,400,36 months,MORTGAGE,Aug-2007
5000,5000,1300,36 months,MORTGAGE,Aug-2007
5000,5000,1475,36 months,MORTGAGE,Aug-2007
10000,10000,975,36 months,RENT,Aug-2007
5000,5000,775,36 months,MORTGAGE,Aug-2007
5000,5000,225,36 months,RENT,Aug-2007
3500,3500,1725,36 months,RENT,Aug-2007
1000,1000,950,36 months,MORTGAGE,Aug-2007
3500,3500,3500,36 months,RENT,Aug-2007
3000,3000,525,36 months,MORTGAGE,Aug-2007
3500,3500,1125,36 months,RENT,Jul-2007
5750,5750,3675,36 months,MORTGAGE,Jul-2007
5000,5000,3975,36 months,RENT,Jul-2007
12000,12000,1025,36 months,RENT,Aug-2007
5000,5000,3675,36 months,OWN,Aug-2007
6400,6400,4075,36 months,RENT,Aug-2007
12000,12000,2500,36 months,OWN,Aug-2007
20000,20000,2800,36 months,MORTGAGE,Aug-2007
1200,1200,0,36 months,RENT,Jul-2007
12250,12250,1525,36 months,RENT,Jul-2007
2700,2700,550,36 months,RENT,Jul-2007
5000,5000,1775,36 months,MORTGAGE,Jul-2007
3500,3500,1200,36 months,RENT,Jul-2007
5000,5000,4150,36 months,MORTGAGE,Jul-2007
5000,5000,3100,36 months,MORTGAGE,Jul-2007
25000,25000,525,36 months,RENT,Jul-2007
10000,10000,400,36 months,RENT,Jul-2007
5000,5000,675,36 months,RENT,Jul-2007
5100,5100,575,36 months,RENT,Jul-2007
5400,5400,200,36 months,RENT,Jul-2007
5300,5300,600,36 months,MORTGAGE,Jul-2007
5000,5000,850,36 months,OWN,Jul-2007
3000,3000,2550,36 months,MORTGAGE,Jul-2007
3000,3000,950,36 months,MORTGAGE,Jul-2007
5000,5000,250,36 months,MORTGAGE,Jul-2007
5000,5000,150,36 months,MORTGAGE,Jul-2007
5000,5000,525,36 months,MORTGAGE,Jul-2007
5000,5000,375,36 months,MORTGAGE,Jul-2007
5000,5000,675,36 months,OWN,Jul-2007
5000,5000,250,36 months,OWN,Jul-2007
5000,5000,700,36 months,MORTGAGE,Jul-2007
2500,2500,1075,36 months,MORTGAGE,Jul-2007
8500,8500,875,36 months,RENT,Jul-2007
5000,5000,1325,36 months,MORTGAGE,Jul-2007
5000,5000,650,36 months,MORTGAGE,Jul-2007
7500,7500,800,36 months,OWN,Jun-2007
,,,,,
,,,,,
,,,,,
2950,2950,2950,60 months,MORTGAGE,Dec-2010
20000,20000,16466.109186589649,60 months,RENT,Dec-2010
3500,3500,3500,60 months,MORTGAGE,Dec-2010
5000,5000,5000,36 months,RENT,Dec-2010
2500,2500,2500,60 months,MORTGAGE,Dec-2010
5000,5000,5000,36 months,MORTGAGE,Dec-2010
15000,15000,15000,60 months,MORTGAGE,Dec-2010
10000,10000,10000,36 months,RENT,Dec-2010
3000,3000,2500,36 months,MORTGAGE,Dec-2010
5000,5000,4925,36 months,RENT,Dec-2010
7200,7200,7125,60 months,MORTGAGE,Dec-2010
11850,11850,11850,36 months,RENT,Dec-2010
15000,15000,14475,36 months,MORTGAGE,Dec-2010
10925,10925,10925,60 months,MORTGAGE,Dec-2010
8000,8000,7500,36 months,RENT,Dec-2010
8500,8500,8500,36 months,RENT,Dec-2010
7000,7000,7000,60 months,MORTGAGE,Dec-2010
10000,10000,9955.41,36 months,RENT,Dec-2010
4200,4200,4200,60 months,MORTGAGE,Dec-2010
3000,3000,3000,60 months,MORTGAGE,Dec-2010
6400,6400,5900,36 months,RENT,Dec-2010
3000,3000,3000,36 months,RENT,Dec-2010
10000,10000,10000,36 months,MORTGAGE,Dec-2010
6500,6500,6500,60 months,MORTGAGE,Dec-2010
16400,16400,16300,60 months,MORTGAGE,Dec-2010
3200,3200,2700,36 months,OWN,Dec-2010
7000,7000,7000,36 months,MORTGAGE,Dec-2010
4800,4800,4800,36 months,RENT,Dec-2010
1600,1600,1600,60 months,MORTGAGE,Dec-2010
8000,8000,8000,60 months,MORTGAGE,Dec-2010
2000,2000,2000,36 months,MORTGAGE,Dec-2010
4800,4800,4800,60 months,RENT,Dec-2010
2350,2350,2350,60 months,MORTGAGE,Dec-2010
6000,6000,6000,36 months,RENT,Dec-2010
25000,25000,9999.992960197431,60 months,MORTGAGE,Dec-2010
5600,5600,5600,60 months,RENT,Dec-2010
10000,10000,9975,36 months,OWN,Dec-2010
12000,12000,12000,36 months,RENT,Dec-2010
4000,4000,3975,60 months,MORTGAGE,Dec-2010
3000,3000,3000,36 months,MORTGAGE,Dec-2010
9700,9700,9700,60 months,OWN,Dec-2010
3000,3000,2500,36 months,RENT,Dec-2010
7400,7400,7400,36 months,MORTGAGE,Dec-2010
10000,10000,9975,60 months,MORTGAGE,Dec-2010
7800,7800,7675,60 months,RENT,Dec-2010
8000,8000,8000,60 months,MORTGAGE,Dec-2010
6600,6600,6600,60 months,MORTGAGE,Dec-2010
6000,6000,5925,60 months,RENT,Dec-2010
5000,5000,5000,36 months,MORTGAGE,Dec-2010
12000,12000,12000,60 months,MORTGAGE,Dec-2010
20000,20000,19800,36 months,MORTGAGE,Dec-2010
14550,14550,14550,60 months,MORTGAGE,Dec-2010
3000,3000,3000,36 months,RENT,Dec-2010
3000,3000,3000,60 months,MORTGAGE,Dec-2010
10000,10000,9925,36 months,RENT,Dec-2010
5500,5500,5500,36 months,RENT,Dec-2010
3000,3000,3000,36 months,RENT,Dec-2010
8000,8000,8000,60 months,RENT,Dec-2010
1800,1800,1800,60 months,MORTGAGE,Nov-2010
1800,1800,1800,36 months,MORTGAGE,Nov-2010
16000,13050,12857.917368289025,60 months,MORTGAGE,Dec-2010
10500,10500,10450,60 months,MORTGAGE,Dec-2010
14400,14400,14350,60 months,RENT,Dec-2010
8000,8000,8000,60 months,MORTGAGE,Nov-2010
11200,11200,11200,36 months,RENT,Dec-2010
14500,14500,14500,60 months,RENT,Dec-2010
10000,10000,8594.430552270566,36 months,MORTGAGE,Nov-2010
5000,5000,4950,36 months,MORTGAGE,Dec-2010
4000,4000,4000,36 months,RENT,Nov-2010
14000,14000,14000,60 months,MORTGAGE,Nov-2010
12250,12250,12250,36 months,MORTGAGE,Nov-2010
18000,18000,16193.184043399482,60 months,RENT,Nov-2010
23000,17800,17610.331476337509,60 months,MORTGAGE,Dec-2010
19000,19000,18956.78,36 months,RENT,Nov-2010
4000,4000,3975,60 months,OWN,Nov-2010
12000,12000,11900,36 months,RENT,Nov-2010
9000,9000,8900,36 months,MORTGAGE,Nov-2010
6000,6000,6000,36 months,MORTGAGE,Nov-2010
5000,5000,5000,60 months,MORTGAGE,Nov-2010
5000,5000,4975,36 months,MORTGAGE,Nov-2010
10000,10000,10000,36 months,MORTGAGE,Nov-2010
2500,2500,2500,36 months,MORTGAGE,Nov-2010
6000,6000,6000,36 months,MORTGAGE,Nov-2010
16750,16750,16750,36 months,MORTGAGE,Nov-2010
13650,13650,13650,60 months,RENT,Nov-2010
24000,24000,20822.903347641259,60 months,RENT,Nov-2010
8000,8000,8000,36 months,MORTGAGE,Nov-2010
5200,5200,5125,36 months,RENT,Nov-2010
9000,9000,9000,60 months,MORTGAGE,Nov-2010
6000,6000,5950,60 months,MORTGAGE,Nov-2010
1100,1100,1100,60 months,RENT,Nov-2010
2650,2650,2650,36 months,RENT,Nov-2010
14500,14500,14500,36 months,MORTGAGE,Nov-2010
8000,8000,8000,60 months,MORTGAGE,Nov-2010
2000,2000,2000,36 months,RENT,Nov-2010
5000,5000,4800,36 months,MORTGAGE,Nov-2010
5000,5000,4875,60 months,RENT,Nov-2010
16000,16000,15650,60 months,MORTGAGE,Nov-2010
7000,7000,6775,36 months,RENT,Nov-2010
10000,10000,9800,60 months,MORTGAGE,Dec-2010
4000,4000,3900,60 months,RENT,Nov-2010
3250,3250,3250,36 months,RENT,Nov-2010
12000,12000,11900,36 months,MORTGAGE,Nov-2010
10000,10000,9349.8,36 months,RENT,Nov-2010
4000,4000,4000,60 months,MORTGAGE,Nov-2010
1000,1000,1000,36 months,RENT,Nov-2010
22000,22000,21975,36 months,MORTGAGE,Nov-2010
9800,9800,9800,36 months,MORTGAGE,Nov-2010
7200,7200,7200,60 months,MORTGAGE,Nov-2010
8000,8000,7875,60 months,MORTGAGE,Nov-2010
17500,17500,17275,60 months,MORTGAGE,Nov-2010
2400,2400,2400,60 months,RENT,Nov-2010
10750,10750,10650,60 months,RENT,Nov-2010
4500,4500,4500,36 months,RENT,Nov-2010
6000,6000,5775,60 months,MORTGAGE,Nov-2010
20000,20000,19950,60 months,MORTGAGE,Nov-2010
12000,7525,7500,36 months,MORTGAGE,Nov-2010
24000,24000,23900,36 months,MORTGAGE,Nov-2010
8000,8000,7975,60 months,MORTGAGE,Nov-2010
20000,20000,19825,60 months,MORTGAGE,Nov-2010
14000,14000,13875,36 months,MORTGAGE,Nov-2010
2400,2400,2400,60 months,MORTGAGE,Nov-2010
13200,13200,13200,60 months,MORTGAGE,Nov-2010
3000,3000,3000,36 months,RENT,Nov-2010
12250,12250,12250,36 months,RENT,Nov-2010
15600,15600,15600,36 months,MORTGAGE,Nov-2010
2075,2075,2075,36 months,MORTGAGE,Nov-2010
10000,10000,9800,60 months,MORTGAGE,Nov-2010
12000,12000,11975,60 months,MORTGAGE,Nov-2010
7000,7000,7000,36 months,MORTGAGE,Nov-2010
7200,5500,5475,36 months,RENT,Nov-2010
7000,7000,7000,36 months,MORTGAGE,Nov-2010
15000,15000,14950,36 months,MORTGAGE,Nov-2010
15000,15000,14900,36 months,MORTGAGE,Nov-2010
20500,15500,15159.51762673452,60 months,OWN,Nov-2010
4000,4000,4000,36 months,OWN,Nov-2010
18000,18000,18000,36 months,MORTGAGE,Nov-2010
10000,10000,10000,60 months,RENT,Nov-2010
10000,10000,9925,36 months,MORTGAGE,Nov-2010
5000,5000,4850,36 months,MORTGAGE,Nov-2010
4000,4000,4000,60 months,RENT,Nov-2010
3600,3600,3600,60 months,MORTGAGE,Nov-2010
16000,16000,15875,36 months,MORTGAGE,Nov-2010
10000,10000,10000,60 months,RENT,Nov-2010
10000,6500,6500,60 months,MORTGAGE,Nov-2010
1500,1500,1500,60 months,MORTGAGE,Nov-2010
7750,7750,7750,60 months,RENT,Nov-2010
5000,5000,5000,36 months,RENT,Nov-2010
10000,10000,10000,36 months,RENT,Nov-2010
8000,8000,8000,60 months,RENT,Nov-2010
14500,14500,14500,36 months,RENT,Nov-2010
25000,25000,25000,36 months,MORTGAGE,Nov-2010
6000,6000,6000,60 months,MORTGAGE,Nov-2010
6000,6000,6000,36 months,RENT,Nov-2010
18000,12275,12250,36 months,MORTGAGE,Nov-2010
1500,1500,1500,36 months,RENT,Nov-2010
8000,8000,8000,60 months,MORTGAGE,Nov-2010
6000,6000,6000,60 months,RENT,Nov-2010
9500,6500,6500,36 months,MORTGAGE,Nov-2010
13750,13750,13750,36 months,RENT,Nov-2010
4000,4000,4000,60 months,MORTGAGE,Nov-2010
8000,8000,8000,60 months,MORTGAGE,Nov-2010
4200,4200,4175,36 months,RENT,Nov-2010
6000,6000,6000,60 months,MORTGAGE,Nov-2010
5300,5300,5275,36 months,RENT,Nov-2010
11500,11500,11500,60 months,RENT,Nov-2010
4500,4500,4500,60 months,MORTGAGE,Oct-2010
16000,10700,10650,60 months,RENT,Nov-2010
4000,4000,4000,36 months,MORTGAGE,Oct-2010
12000,12000,11782.129999999999,36 months,MORTGAGE,Oct-2010
5400,5400,5395.79,36 months,RENT,Oct-2010
12000,7600,7312.459690600078,60 months,MORTGAGE,Nov-2010
25000,25000,25000,36 months,RENT,Nov-2010
25000,25000,4900,36 months,MORTGAGE,Oct-2010
3000,3000,3000,36 months,RENT,Oct-2010
4800,4800,4800,36 months,RENT,Oct-2010
12250,12250,11604.821985328154,36 months,MORTGAGE,Oct-2010
4000,4000,4000,36 months,RENT,Oct-2010
10000,10000,8848.517524878503,36 months,MORTGAGE,Oct-2010
7500,7500,7500,60 months,MORTGAGE,Oct-2010
4800,4800,4800,36 months,MORTGAGE,Oct-2010
15000,15000,15000,36 months,RENT,Oct-2010
12000,12000,1575.00476901337,60 months,RENT,Oct-2010
9000,9000,8759.827724964609,60 months,MORTGAGE,Oct-2010
12000,12000,11950,36 months,RENT,Oct-2010
7000,7000,7000,36 months,RENT,Oct-2010
6000,6000,5950,60 months,OWN,Oct-2010
16000,16000,15060.195100757118,36 months,MORTGAGE,Oct-2010
15250,15250,14062.72777935897,36 months,RENT,Oct-2010
8000,8000,7875,36 months,RENT,Oct-2010
10000,10000,9875,36 months,RENT,Oct-2010
5000,5000,4925,36 months,MORTGAGE,Oct-2010
24000,24000,23175.809045172569,36 months,MORTGAGE,Oct-2010
2000,2000,2000,36 months,MORTGAGE,Oct-2010
20000,20000,19706.029932190305,60 months,MORTGAGE,Oct-2010
2400,2400,2325,60 months,RENT,Oct-2010
12000,12000,11900,36 months,MORTGAGE,Oct-2010
1500,1500,1500,36 months,RENT,Oct-2010
7000,7000,7000,36 months,MORTGAGE,Oct-2010
2800,2800,2800,36 months,OWN,Oct-2010
20000,20000,19340.136513583562,60 months,MORTGAGE,Oct-2010
15000,15000,14900,36 months,MORTGAGE,Oct-2010
8000,8000,8000,36 months,MORTGAGE,Oct-2010
8500,8500,8425,36 months,RENT,Oct-2010
3000,3000,3000,36 months,MORTGAGE,Oct-2010
2000,2000,2000,36 months,MORTGAGE,Oct-2010
16000,15650,15625,60 months,RENT,Oct-2010
5000,5000,4975,60 months,MORTGAGE,Oct-2010
21000,13000,12900,60 months,MORTGAGE,Oct-2010
3000,3000,3000,60 months,RENT,Oct-2010
9000,6075,5849.04996991559,60 months,MORTGAGE,Oct-2010
19600,14500,13359.208879401577,60 months,OWN,Oct-2010
14500,14500,14400,36 months,MORTGAGE,Oct-2010
20500,20500,20395.383817584793,36 months,MORTGAGE,Oct-2010
3000,3000,3000,36 months,MORTGAGE,Oct-2010
20000,13300,13270.429196089868,36 months,RENT,Oct-2010
18000,11850,11521.80508026928,60 months,OWN,Oct-2010
10000,10000,9925,36 months,OWN,Oct-2010
10000,10000,10000,60 months,MORTGAGE,Oct-2010
6000,6000,5975,36 months,RENT,Oct-2010
2200,2200,2175,36 months,MORTGAGE,Oct-2010
7000,7000,6975,36 months,MORTGAGE,Oct-2010
16750,16750,16638.944488886373,36 months,RENT,Oct-2010
4000,4000,4000,60 months,MORTGAGE,Oct-2010
3350,3350,3350,36 months,MORTGAGE,Oct-2010
4000,4000,4000,36 months,RENT,Oct-2010
6600,6600,6600,36 months,RENT,Oct-2010
10000,10000,10000,36 months,MORTGAGE,Oct-2010
1500,1500,1500,36 months,OWN,Oct-2010
1800,1800,1800,60 months,MORTGAGE,Oct-2010
3600,3600,3575,36 months,RENT,Oct-2010
19750,19750,19725,36 months,RENT,Oct-2010
5000,5000,5000,36 months,OWN,Oct-2010
5500,5500,5500,60 months,OWN,Oct-2010
19000,19000,18950,36 months,MORTGAGE,Oct-2010
4000,4000,4000,36 months,RENT,Oct-2010
25000,20050,19853.910849221986,60 months,MORTGAGE,Oct-2010
10000,10000,10000,60 months,MORTGAGE,Oct-2010
8000,7900,7875,60 months,MORTGAGE,Oct-2010
20000,19525,19500,36 months,MORTGAGE,Oct-2010
4200,4200,4200,36 months,MORTGAGE,Oct-2010
6000,6000,6000,36 months,RENT,Oct-2010
3000,3000,3000,36 months,OWN,Oct-2010
8000,8000,8000,60 months,MORTGAGE,Oct-2010
10000,10000,9975,36 months,RENT,Oct-2010
10000,10000,9950,60 months,RENT,Oct-2010
4800,4800,4750,36 months,RENT,Oct-2010
25000,25000,24238.45,36 months,MORTGAGE,Oct-2010
16000,16000,15757.183063085057,60 months,MORTGAGE,Oct-2010
7000,7000,7000,60 months,MORTGAGE,Oct-2010
12000,12000,10700,60 months,MORTGAGE,Oct-2010
17000,17000,16950,36 months,MORTGAGE,Oct-2010
12000,12000,12000,36 months,MORTGAGE,Oct-2010
8400,8400,8325,60 months,MORTGAGE,Oct-2010
25000,25000,23700,60 months,MORTGAGE,Oct-2010
4000,4000,4000,36 months,MORTGAGE,Oct-2010
8400,8400,8375,60 months,MORTGAGE,Oct-2010
5000,5000,5000,60 months,RENT,Oct-2010
14400,14400,12464.83,60 months,RENT,Oct-2010
3250,3250,3250,36 months,RENT,Oct-2010
1000,1000,1000,36 months,MORTGAGE,Oct-2010
5000,5000,5000,36 months,RENT,Oct-2010
4325,4325,4325,60 months,MORTGAGE,Oct-2010
2500,2500,2500,60 months,MORTGAGE,Oct-2010
18000,18000,18000,36 months,MORTGAGE,Sep-2010
6000,6000,6000,36 months,MORTGAGE,Sep-2010
10000,10000,9764.886389802152,60 months,RENT,Oct-2010
5000,5000,5000,60 months,RENT,Sep-2010
9250,9250,9250,36 months,MORTGAGE,Oct-2010
7000,7000,6975,36 months,MORTGAGE,Oct-2010
1750,1750,1750,36 months,MORTGAGE,Sep-2010
14000,14000,14000,36 months,RENT,Sep-2010
